CODIGO_IBGE_MUNICIPIO;CODIGO_FEDERAL_MUNICIPIO;CODIGO_ESTADUAL_MUNICIPIO;UF_MUNICIPIO;CODIGO_IBGE_UF;NOME_DA_CIDADE;DIA;MÊS
4313441;5973;;RS;43;Novo Tiradentes;20;03
4313466;1152;;RS;43;Novo Xingu;16;04
4313508;8773;;RS;43;Osório;16;12
4313607;8775;;RS;43;Paim Filho;19;03
4313656;8967;;RS;43;Palmares do Sul;12;05
4313706;8777;;RS;43;Palmeira das Missões;06;05
4313805;8779;;RS;43;Palmitinho;22;05
4313904;8781;;RS;43;Panambi;15;12
4313953;7375;;RS;43;Pantano Grande;20;09
4314001;8783;;RS;43;Paraí;09;07
4314027;7373;;RS;43;Paraíso do Sul;12;05
4314035;6041;;RS;43;Pareci Novo;20;03
4314050;9825;;RS;43;Parobé;01;05
4314068;1010;;RS;43;Passa Sete;28;12
4314076;5765;;RS;43;Passo do Sobrado;20;03
4314100;8785;;RS;43;Passo Fundo;07;08
4314134;1154;;RS;43;Paulo Bento;16;04
4314159;7371;;RS;43;Paverama;13;04
4314175;1156;;RS;43;Pedras Altas;28;09
4314209;8787;;RS;43;Pedro Osório;03;04
4314308;8789;;RS;43;Pejuçara;15;05
4314407;8791;;RS;43;Pelotas;07;07
4314423;6021;;RS;43;Picada Café;20;03
4314456;7369;;RS;43;Pinhal;29;04
4314464;1158;;RS;43;Pinhal da Serra;17;04
4314472;5787;;RS;43;Pinhal Grande;20;03
4314498;5975;;RS;43;Pinheirinho do Vale;20;03
4314506;8793;;RS;43;Pinheiro Machado;02;05
4314548;1160;;RS;43;Pinto Bandeira;16;04
4314555;7367;;RS;43;Pirapó;30;11
4314605;8795;;RS;43;Piratini;06;07
4314704;8797;;RS;43;Planalto;13;04
4314753;7365;;RS;43;Poço das Antas;12;05
4314779;5939;;RS;43;Pontão;20;03
4314787;5967;;RS;43;Ponte Preta;20;03
4314803;8799;;RS;43;Portão;09;10
4314902;8801;;RS;43;Porto Alegre;26;03
4315008;8803;;RS;43;Porto Lucena;06;08
4315057;6065;;RS;43;Porto Mauá;20;03
4315073;6067;;RS;43;Porto Vera Cruz;20;03
4315107;8805;;RS;43;Porto Xavier;15;05
4315131;7363;;RS;43;Pouso Novo;29;04
4315149;6023;;RS;43;Presidente Lucena;20;03
4315156;7361;;RS;43;Progresso;30;11
4315172;7359;;RS;43;Protásio Alves;26;04
4315206;8807;;RS;43;Putinga;26;12
4315305;8809;;RS;43;Quaraí;08;04
4315313;1162;;RS;43;Quatro Irmãos;16;04
4315321;5789;;RS;43;Quevedos;20;03
4315354;7357;;RS;43;Quinze de Novembro;08;12
4315404;8811;;RS;43;Redentora;21;01
4315453;7355;;RS;43;Relvado;09;05
4315503;8813;;RS;43;Restinga Seca;25;03
4315552;5955;;RS;43;Rio dos Índios;20;03
4315602;8815;;RS;43;Rio Grande;19;02
4315701;8817;;RS;43;Rio Pardo;07;10
4315750;7353;;RS;43;Riozinho;10;04
4315800;8819;;RS;43;Roca Sales;18;02
4315909;8821;;RS;43;Rodeio Bonito;15;04
4315958;1164;;RS;43;Rolador;16;04
4316006;8823;;RS;43;Rolante;28;02
4316105;8825;;RS;43;Ronda Alta;26;12
4316204;8827;;RS;43;Rondinha;28;03
4316303;8829;;RS;43;Roque Gonzales;15;05
4316402;8831;;RS;43;Rosário do Sul;19;04
4316428;5987;;RS;43;Sagrada Família;20;03
4316436;7339;;RS;43;Saldanha Marinho;09;05
4316451;8975;;RS;43;Salto do Jacuí;12;05
4316477;6061;;RS;43;Salvador das Missões;10;11
4316501;8833;;RS;43;Salvador do Sul;09;10
4316600;8835;;RS;43;Sananduva;28;02
4316709;8837;;RS;43;Santa Bárbara do Sul;31;01
4316733;1166;;RS;43;Santa Cecília do Sul;16;04
4316758;6033;;RS;43;Santa Clara do Sul;20;03
4316808;8839;;RS;43;Santa Cruz do Sul;28;09
4316972;1168;;RS;43;Santa Margarida do Sul;17;04
4316907;8841;;RS;43;Santa Maria;17;05
4316956;7337;;RS;43;Santa Maria do Herval;12;05
4317202;8847;;RS;43;Santa Rosa;10;08
4317251;5995;;RS;43;Santa Tereza;20;03
4317301;8849;;RS;43;Santa Vitória do Palmar;19;12
4317004;8843;;RS;43;Santana da Boa Vista;17;09
4317103;8845;;RS;43;Sant'Ana do Livramento;30;07
4317400;8851;;RS;43;Santiago;04;01
4317509;8853;;RS;43;Santo Ângelo;22;03
4317608;8855;;RS;43;Santo Antônio da Patrulha;03;04
4317707;8857;;RS;43;Santo Antônio das Missões;12;10
4317558;5941;;RS;43;Santo Antônio do Palma;20;03
4317756;5957;;RS;43;Santo Antônio do Planalto;20;03
4317806;8859;;RS;43;Santo Augusto;30;05
4317905;8861;;RS;43;Santo Cristo;28;01
4317954;5977;;RS;43;Santo Expedito do Sul;20;04
4318002;8863;;RS;43;São Borja;10;10
4318051;7351;;RS;43;São Domingos do Sul;08;12
4318101;8865;;RS;43;São Francisco de Assis;04;01
4318200;8867;;RS;43;São Francisco de Paula;07;01
4318309;8869;;RS;43;São Gabriel;04;04
4318408;8871;;RS;43;São Jerônimo;30;09
4318424;7349;;RS;43;São João da Urtiga;08;12
4318432;5791;;RS;43;São João do Polêsine;20;03
4318440;7347;;RS;43;São Jorge;30;11
4318457;5989;;RS;43;São José das Missões;20;03
4318465;7345;;RS;43;São José do Herval;09;05
4318481;7343;;RS;43;São José do Hortêncio;29;04
4318499;6059;;RS;43;São José do Inhacorá;20;03
4318507;8873;;RS;43;São José do Norte;25;10
4318606;8875;;RS;43;São José do Ouro;10;09
4318614;1170;;RS;43;São José do Sul;16;04
4318622;6015;;RS;43;São José dos Ausentes;01;01
4318705;8877;;RS;43;São Leopoldo;25;07
4318804;8879;;RS;43;São Lourenço do Sul;26;04
4318903;8881;;RS;43;São Luiz Gonzaga;03;06
4319000;8883;;RS;43;São Marcos;09;10
4319109;8885;;RS;43;São Martinho;27;11
4319125;5793;;RS;43;São Martinho da Serra;20;03
4319158;7341;;RS;43;São Miguel das Missões;29;04
4319208;8887;;RS;43;São Nicolau;03;05
4319307;8889;;RS;43;São Paulo das Missões;06;05
4319356;6043;;RS;43;São Pedro da Serra;20;03
4319364;1172;;RS;43;São Pedro das Missões;16;04
4319372;6063;;RS;43;São Pedro do Butiá;20;03
4319406;8891;;RS;43;São Pedro do Sul;22;03
4319505;8893;;RS;43;São Sebastião do Caí;01;05
4319604;8895;;RS;43;São Sepé;29;04
4319703;8897;;RS;43;São Valentim;17;02
4319711;5997;;RS;43;São Valentim do Sul;20;03
4319737;6075;;RS;43;São Valério do Sul;20;03
4319752;7293;;RS;43;São Vendelino;29;04
4319802;8675;;RS;43;São Vicente do Sul;29;04
4319901;8899;;RS;43;Sapiranga;28;02
4320008;8901;;RS;43;Sapucaia do Sul;20;08
4320107;8903;;RS;43;Sarandi;27;06
4320206;8905;;RS;43;Seberi;04;06
4320230;7335;;RS;43;Sede Nova;09;05
4320263;7317;;RS;43;Segredo;05;05
4320305;8907;;RS;43;Selbach;22;09
4320321;1012;;RS;43;Senador Salgado Filho;28;12
4320354;5781;;RS;43;Sentinela do Sul;20;03
4320404;8909;;RS;43;Serafina Corrêa;22;07
4320453;6035;;RS;43;Sério;20;03
4320503;8911;;RS;43;Sertão;05;11
4320552;5761;;RS;43;Sertão Santana;24;03
4320578;1014;;RS;43;Sete de Setembro;22;10
4320602;8913;;RS;43;Severiano de Almeida;12;04
4320651;7315;;RS;43;Silveira Martins;11;12
4320677;5767;;RS;43;Sinimbu;20;03
4320701;8917;;RS;43;Sobradinho;03;12
4320800;8919;;RS;43;Soledade;29;06
4320859;1016;;RS;43;Tabaí;22;10
4320909;8921;;RS;43;Tapejara;09;08
4321006;8923;;RS;43;Tapera;18;12
4321105;8925;;RS;43;Tapes;16;12
4321204;8927;;RS;43;Taquara;17;04
4321303;8929;;RS;43;Taquari;04;07
4321329;7313;;RS;43;Taquaruçu do Sul;09;05
4321352;8971;;RS;43;Tavares;12;05
4321402;8931;;RS;43;Tenente Portela;18;08
4321436;7333;;RS;43;Terra de Areia;13;04
4321451;9821;;RS;43;Teutônia;24;05
4321469;1174;;RS;43;Tio Hugo;16;04
4321477;6077;;RS;43;Tiradentes do Sul;20;03
4321493;1018;;RS;43;Toropi;22;10
4321501;8933;;RS;43;Torres;21;05
4321600;8935;;RS;43;Tramandaí;24;09
4321626;6037;;RS;43;Travesseiro;20;03
4321634;7331;;RS;43;Três Arroios;30;11
4321667;7329;;RS;43;Três Cachoeiras;29;04
4321709;8937;;RS;43;Três Coroas;12;05
4321808;8939;;RS;43;Três de Maio;03;05
4321832;5777;;RS;43;Três Forquilhas;20;03
4321857;7327;;RS;43;Três Palmeiras;12;05
4321907;8941;;RS;43;Três Passos;28;12
4321956;7325;;RS;43;Trindade do Sul;15;12
4322004;8943;;RS;43;Triunfo;25;10
4322103;8945;;RS;43;Tucunduva;10;09
4322152;7323;;RS;43;Tunas;08;12
4322186;5979;;RS;43;Tupanci do Sul;20;04
4322202;8947;;RS;43;Tupanciretã;20;03
4322251;7321;;RS;43;Tupandi;09;05
4322301;8949;;RS;43;Tuparendi;10;09
4322327;1020;;RS;43;Turuçu;22;10
4322343;1022;;RS;43;Ubiretama;28;12
4322350;5999;;RS;43;União da Serra;20;03
4322376;1024;;RS;43;Unistalda;28;12
4322400;8951;;RS;43;Uruguaiana;29;05
4322509;8953;;RS;43;Vacaria;22;10
4322533;5769;;RS;43;Vale do Sol;02;03
4322541;6049;;RS;43;Vale Real;20;03
4322525;1026;;RS;43;Vale Verde;22;10
4322558;7319;;RS;43;Vanini;08;12
4322608;8955;;RS;43;Venâncio Aires;11;05
4322707;8957;;RS;43;Vera Cruz;07;06
4322806;8959;;RS;43;Veranópolis;15;01
4322855;1028;;RS;43;Vespasiano Correa;28;12
4322905;8961;;RS;43;Viadutos;28;05
4323002;8963;;RS;43;Viamão;14;09
4323101;8965;;RS;43;Vicente Dutra;14;05
4323200;8969;;RS;43;Victor Graeff;23;10
4323309;7311;;RS;43;Vila Flores;12;05
4323358;1030;;RS;43;Vila Lângaro;22;10
4323408;7309;;RS;43;Vila Maria;09;05
4323457;5795;;RS;43;Vila Nova do Sul;20;03
4323507;7307;;RS;43;Vista Alegre;20;12
4323606;7305;;RS;43;Vista Alegre do Prata;09;05
4323705;7303;;RS;43;Vista Gaúcha;09;05
4323754;6053;;RS;43;Vitória das Missões;20;03
4323770;1176;;RS;43;Westfalia;24;03
4323804;5785;;RS;43;Xangri-lá;26;03
4200051;9939;;SC;42;Abdon Batista;26;04
4200101;8001;;SC;42;Abelardo Luz;25;07
4200200;8003;;SC;42;Agrolândia;25;07
4200309;8005;;SC;42;Agronômica;06;06
4200408;8007;;SC;42;Água Doce;25;07
4200507;8009;;SC;42;Águas de Chapecó;14;12
4200556;5577;;SC;42;Águas Frias;12;12
4200606;8011;;SC;42;Águas Mornas;29;12
4200705;8013;;SC;42;Alfredo Wagner;29;12
4200754;0886;;SC;42;Alto Bela Vista;04;07
4200804;8015;;SC;42;Anchieta;20;03
4200903;8017;;SC;42;Angelina;07;12
4201000;8019;;SC;42;Anita Garibaldi;04;12
4201109;8021;;SC;42;Anitápolis;29;12
4201208;8023;;SC;42;Antônio Carlos;06;11
4201257;9941;;SC;42;Apiúna;01;06
4201273;5597;;SC;42;Arabutã;31;03
4201307;8025;;SC;42;Araquari;05;04
4201406;8027;;SC;42;Araranguá;03;04
4201505;8029;;SC;42;Armazém;19;12
4201604;8031;;SC;42;Arroio Trinta;15;12
4201653;5599;;SC;42;Arvoredo;09;01
4201703;8033;;SC;42;Ascurra;07;04
4201802;8035;;SC;42;Atalanta;27;12
4201901;8037;;SC;42;Aurora;06;06
4201950;0888;;SC;42;Balneário Arroio do Silva;29;12
4202057;5549;;SC;42;Balneário Barra do Sul;09;01
4202008;8039;;SC;42;Balneário Camboriú;20;07
4202073;0890;;SC;42;Balneário Gaivota;29;12
4212809;8251;;SC;42;Balneário Piçarras;14;12
4202081;0892;;SC;42;Bandeirante;29;09
4202099;0894;;SC;42;Barra Bonita;29;12
4202107;8041;;SC;42;Barra Velha;07;12
4202131;0896;;SC;42;Bela Vista do Toldo;16;04
4202156;5745;;SC;42;Belmonte;09;01
4202206;8043;;SC;42;Benedito Novo;29;12
4202305;8045;;SC;42;Biguaçu;17;05
4202404;8047;;SC;42;Blumenau;02;09
4202438;0898;;SC;42;Bocaina do Sul;16;07
4202503;8389;;SC;42;Bom Jardim da Serra;05;03
4202537;0900;;SC;42;Bom Jesus;19;07
4202578;0902;;SC;42;Bom Jesus do Oeste;19;07
4202602;8049;;SC;42;Bom Retiro;14;01
4202453;5537;;SC;42;Bombinhas;15;03
4202701;8051;;SC;42;Botuverá;09;06
4202800;8053;;SC;42;Braço do Norte;22;10
4202859;5557;;SC;42;Braço do Trombudo;26;09
4202875;0904;;SC;42;Brunópolis;29;12
4202909;8055;;SC;42;Brusque;04;08
4203006;8057;;SC;42;Caçador;25;03
4203105;8059;;SC;42;Caibi;06;06
4203154;5553;;SC;42;Calmon;09;01
4203204;8061;;SC;42;Camboriú;05;04
4203303;8063;;SC;42;Campo Alegre;18;03
4203402;8065;;SC;42;Campo Belo do Sul;03;12
4203501;8067;;SC;42;Campo Erê;01;05
4203600;8069;;SC;42;Campos Novos;30;03
4203709;8071;;SC;42;Canelinha;23;12
4203808;8073;;SC;42;Canoinhas;12;09
4203253;0906;;SC;42;Capão Alto;29;09
4203907;8075;;SC;42;Capinzal;17;02
4203956;5545;;SC;42;Capivari de Baixo;30;03
4204004;8077;;SC;42;Catanduvas;16;03
4204103;8079;;SC;42;Caxambu do Sul;14;12
4204152;9943;;SC;42;Celso Ramos;26;04
4204178;5567;;SC;42;Cerro Negro;26;09
4204194;0908;;SC;42;Chapadão do Lageado;29;11
4204202;8081;;SC;42;Chapecó;25;08
4204251;5543;;SC;42;Cocal do Sul;26;09
4204301;8083;;SC;42;Concórdia;29;07
4204350;5579;;SC;42;Cordilheira Alta;30;03
4204400;8085;;SC;42;Coronel Freitas;06;10
4204459;5735;;SC;42;Coronel Martins;30;03
4204558;8395;;SC;42;Correia Pinto;10;05
4204509;8087;;SC;42;Corupá;07;07
4204608;8089;;SC;42;Criciúma;06;01
4204707;8091;;SC;42;Cunha Porã;20;07
4204756;0910;;SC;42;Cunhataí;29;09
4204806;8093;;SC;42;Curitibanos;11;06
4204905;8095;;SC;42;Descanso;16;12
4205001;8097;;SC;42;Dionísio Cerqueira;14;03
4205100;8099;;SC;42;Dona Emma;17;05
4205159;9945;;SC;42;Doutor Pedrinho;01;06
4205175;0912;;SC;42;Entre Rios;19;07
4205191;0914;;SC;42;Ermo;19;09
4205209;8101;;SC;42;Erval Velho;18;06
4205308;8103;;SC;42;Faxinal dos Guedes;26;07
4205357;0916;;SC;42;Flor do Sertão;29;09
4205407;8105;;SC;42;Florianópolis;23;03
4205431;5581;;SC;42;Formosa do Sul;09;01
4205456;0973;;SC;42;Forquilhinha;26;04
4205506;8107;;SC;42;Fraiburgo;31;12
4205555;0918;;SC;42;Frei Rogério;20;07
4205605;8109;;SC;42;Galvão;07;04
4205704;8113;;SC;42;Garopaba;19;12
4205803;8115;;SC;42;Garuva;20;12
4205902;8117;;SC;42;Gaspar;18;03
4206009;8111;;SC;42;Governador Celso Ramos;06;11
4206108;8119;;SC;42;Grão Pará;20;07
4206207;8121;;SC;42;Gravatal;20;12
4206306;8123;;SC;42;Guabiruba;10;06
4206405;8125;;SC;42;Guaraciaba;01;10
4206504;8127;;SC;42;Guaramirim;28;08
4206603;8129;;SC;42;Guarujá do Sul;18;12
4206652;5583;;SC;42;Guatambú;12;12
4206702;8131;;SC;42;Herval d'Oeste;25;08
4206751;0920;;SC;42;Ibiam;20;07
4206801;8133;;SC;42;Ibicaré;01;05
4206900;8135;;SC;42;Ibirama;11;03
4207007;8137;;SC;42;Içara;30;12
4207106;8139;;SC;42;Ilhota;21;06
4207205;8141;;SC;42;Imaruí;27;08
4207304;8143;;SC;42;Imbituba;21;06
4207403;8145;;SC;42;Imbuia;10;09
4207502;8147;;SC;42;Indaial;21;03
4207577;0922;;SC;42;Iomerê;20;07
4207601;8149;;SC;42;Ipira;15;08
4207650;9951;;SC;42;Iporã do Oeste;01;06
4207684;5737;;SC;42;Ipuaçu;31;03
4207700;8151;;SC;42;Ipumirim;07;04
4207759;9953;;SC;42;Iraceminha;26;04
4207809;8153;;SC;42;Irani;11;09
4207858;5585;;SC;42;Irati;09;01
4207908;8155;;SC;42;Irineópolis;22;07
4208005;8157;;SC;42;Itá;13;12
4208104;8159;;SC;42;Itaiópolis;28;10
4208203;8161;;SC;42;Itajaí;15;06
4208302;8163;;SC;42;Itapema;21;04
4208401;8165;;SC;42;Itapiranga;14;02
4208450;9985;;SC;42;Itapoá;26;04
4208500;8167;;SC;42;Ituporanga;14;02
4208609;8169;;SC;42;Jaborá;11;09
4208708;8171;;SC;42;Jacinto Machado;23;07
4208807;8173;;SC;42;Jaguaruna;20;12
4208906;8175;;SC;42;Jaraguá do Sul;25;07
4208955;5587;;SC;42;Jardinópolis;20;03
4209003;8177;;SC;42;Joaçaba;25;08
4209102;8179;;SC;42;Joinville;09;03
4209151;9957;;SC;42;José Boiteux;26;04
4209177;0924;;SC;42;Jupiá;19;07
4209201;8181;;SC;42;Lacerdópolis;11;11
4209300;5739;;SC;42;Lages;22;11
4209458;8185;;SC;42;Lajeado Grande;12;12
4209508;8187;;SC;42;Laurentino;12;12
4209607;8189;;SC;42;Lauro Muller;20;01
4209706;8191;;SC;42;Lebon Régis;19;12
4209805;8193;;SC;42;Leoberto Leal;12;12
4209854;9961;;SC;42;Lindóia do Sul;26;04
4209904;8195;;SC;42;Lontras;31;12
4210001;8197;;SC;42;Luiz Alves;18;07
4210035;0926;;SC;42;Luzerna;25;08
4210050;5575;;SC;42;Macieira;30;03
4210100;8199;;SC;42;Mafra;08;09
4210209;8201;;SC;42;Major Gercino;28;12
4210308;8203;;SC;42;Major Vieira;23;01
4210407;8391;;SC;42;Maracajá;12;05
4210506;8205;;SC;42;Maravilha;27;07
4210555;9963;;SC;42;Marema;11;06
4210605;8207;;SC;42;Massaranduba;11;11
4210704;8209;;SC;42;Matos Costa;23;04
4210803;8211;;SC;42;Meleiro;20;12
4210852;5559;;SC;42;Mirim Doce;26;09
4210902;8213;;SC;42;Modelo;30;12
4211009;8215;;SC;42;Mondaí;30;12
4211058;5561;;SC;42;Monte Carlo;26;09
4211108;8217;;SC;42;Monte Castelo;15;05
4211207;8219;;SC;42;Morro da Fumaça;20;05
4211256;5539;;SC;42;Morro Grande;30;03
4211306;8221;;SC;42;Navegantes;26;08
4211405;8223;;SC;42;Nova Erechim;28;12
4211454;5589;;SC;42;Nova Itaberaba;26;09
4211504;8225;;SC;42;Nova Trento;08;08
4211603;8227;;SC;42;Nova Veneza;21;06
4211652;5591;;SC;42;Novo Horizonte;09;01
4211702;8229;;SC;42;Orleans;30;08
4211751;8397;;SC;42;Otacílio Costa;12;05
4211801;8231;;SC;42;Ouro;07;04
4211850;5741;;SC;42;Ouro Verde;09;01
4211876;0928;;SC;42;Paial;04;07
4211892;0930;;SC;42;Painel;07;08
4211900;8233;;SC;42;Palhoça;24;04
4212007;8235;;SC;42;Palma Sola;30;12
4212056;0932;;SC;42;Palmeira;18;07
4212106;8237;;SC;42;Palmitos;02;03
4212205;8239;;SC;42;Papanduva;11;04
4212239;5747;;SC;42;Paraíso;09;01
4212254;5541;;SC;42;Passo de Torres;26;09
4212270;5743;;SC;42;Passos Maia;12;12
4212304;8241;;SC;42;Paulo Lopes;30;12
4212403;8243;;SC;42;Pedras Grandes;29;12
4212502;8245;;SC;42;Penha;19;07
4212601;8247;;SC;42;Peritiba;15;08
4212700;8249;;SC;42;Petrolândia;16;08
4212908;8253;;SC;42;Pinhalzinho;07;12
4213005;8255;;SC;42;Pinheiro Preto;19;05
4213104;8257;;SC;42;Piratuba;18;02
4213153;5593;;SC;42;Planalto Alegre;12;12
4213203;8259;;SC;42;Pomerode;21;01
4213302;8261;;SC;42;Ponte Alta;20;09
4213351;5569;;SC;42;Ponte Alta do Norte;30;03
4213401;8263;;SC;42;Ponte Serrada;27;07
4213500;8265;;SC;42;Porto Belo;13;10
4213609;8267;;SC;42;Porto União;05;09
4213708;8269;;SC;42;Pouso Redondo;23;07
4213807;8271;;SC;42;Praia Grande;19;07
4213906;8273;;SC;42;Presidente Castello Branco;04;02
4214003;8275;;SC;42;Presidente Getúlio;01;06
4214102;8277;;SC;42;Presidente Nereu;30;12
4214151;0934;;SC;42;Princesa;29;09
4214201;8279;;SC;42;Quilombo;06;10
4214300;8281;;SC;42;Rancho Queimado;08;11
4214409;8283;;SC;42;Rio das Antas;27;07
4214508;8285;;SC;42;Rio do Campo;29;12
4214607;8287;;SC;42;Rio do Oeste;23;06
4214805;8291;;SC;42;Rio do Sul;15;04
4214706;8289;;SC;42;Rio dos Cedros;19;12
4214904;8293;;SC;42;Rio Fortuna;21;06
4215000;8295;;SC;42;Rio Negrinho;24;04
4215059;5571;;SC;42;Rio Rufino;12;12
4215075;5749;;SC;42;Riqueza;12;12
4215109;8297;;SC;42;Rodeio;14;03
4215208;8299;;SC;42;Romelândia;23;09
4215307;8301;;SC;42;Salete;29;12
4215356;0936;;SC;42;Saltinho;19;07
4215406;8303;;SC;42;Salto Veloso;15;12
4215455;5547;;SC;42;Sangão;30;03
4215505;8305;;SC;42;Santa Cecília;21;06
4215554;5751;;SC;42;Santa Helena;09;01
4215604;8307;;SC;42;Santa Rosa de Lima;10;05
4215653;9967;;SC;42;Santa Rosa do Sul;04;01
4215679;5555;;SC;42;Santa Terezinha;26;09
4215687;0938;;SC;42;Santa Terezinha do Progresso;19;07
4215695;0940;;SC;42;Santiago do Sul;16;04
4215703;8309;;SC;42;Santo Amaro da Imperatriz;10;07
4215802;8311;;SC;42;São Bento do Sul;23;09
4215752;0942;;SC;42;São Bernardino;19;07
4215901;8313;;SC;42;São Bonifácio;29;12
4216008;8315;;SC;42;São Carlos;21;02
4216057;5573;;SC;42;São Cristovão do Sul;30;03
4216107;8317;;SC;42;São Domingos;07;04
4216206;8319;;SC;42;São Francisco do Sul;15;04
4216305;8321;;SC;42;São João Batista;19;07
4216354;5551;;SC;42;São João do Itaperiú;29;03
4216255;5753;;SC;42;São João do Oeste;12;12
4216404;8323;;SC;42;São João do Sul;20;12
4216503;8325;;SC;42;São Joaquim;07;05
4216602;8327;;SC;42;São José;19;03
4216701;8329;;SC;42;São José do Cedro;27;07
4216800;8331;;SC;42;São José do Cerrito;07;12
4216909;8333;;SC;42;São Lourenço do Oeste;26;07
4217006;8335;;SC;42;São Ludgero;12;06
4217105;8337;;SC;42;São Martinho;14;11
4217154;5755;;SC;42;São Miguel da Boa Vista;09;01
4217204;8339;;SC;42;São Miguel do Oeste;15;02
4217253;0944;;SC;42;São Pedro de Alcântara;16;04
4217303;8341;;SC;42;Saudades;30;12
4217402;8343;;SC;42;Schroeder;03;10
4217501;8345;;SC;42;Seara;03;04
4217550;9989;;SC;42;Serra Alta;26;04
4217600;8347;;SC;42;Siderópolis;19;12
4217709;8349;;SC;42;Sombrio;30;12
4217758;5595;;SC;42;Sul Brasil;26;09
4217808;8351;;SC;42;Taió;12;02
4217907;8353;;SC;42;Tangará;19;02
4217956;0946;;SC;42;Tigrinhos;29;09
4218004;8355;;SC;42;Tijucas;13;06
4218103;8393;;SC;42;Timbé do Sul;23;09
4218202;8357;;SC;42;Timbó;12;10
4218251;9971;;SC;42;Timbó Grande;26;04
4218301;8359;;SC;42;Três Barras;23;01
4218350;0948;;SC;42;Treviso;08;07
4218400;8361;;SC;42;Treze de Maio;13;05
4218509;8363;;SC;42;Treze Tílias;13;10
4218608;8365;;SC;42;Trombudo Central;22;07
4218707;8367;;SC;42;Tubarão;27;05
4218756;9991;;SC;42;Tunápolis;26;04
4218806;8369;;SC;42;Turvo;20;03
4218855;9973;;SC;42;União do Oeste;04;01
4218905;8371;;SC;42;Urubici;03;02
4218954;9975;;SC;42;Urupema;01;06
4219002;8373;;SC;42;Urussanga;26;05
4219101;8375;;SC;42;Vargeão;21;04
4219150;5563;;SC;42;Vargem;12;12
4219176;5565;;SC;42;Vargem Bonita;30;03
4219200;8377;;SC;42;Vidal Ramos;17;02
4219309;8379;;SC;42;Videira;01;03
4219358;9977;;SC;42;Vitor Meireles;26;04
4219408;8381;;SC;42;Witmarsum;15;06
4219507;8383;;SC;42;Xanxerê;27;02
4219606;8385;;SC;42;Xavantina;02;02
4219705;8387;;SC;42;Xaxim;20;02
4219853;0950;;SC;42;Zortéa;29;12
2800100;3101;;SE;28;Amparo de São Francisco;25;11
2800209;3103;;SE;28;Aquidabã;04;04
2800308;3105;;SE;28;Aracaju;17;03
2800407;3107;;SE;28;Arauá;09;04
2800506;3109;;SE;28;Areia Branca;11;11
2800605;3111;;SE;28;Barra dos Coqueiros;25;11
2800670;3115;;SE;28;Boquim;21;03
2800704;3113;;SE;28;Brejo Grande;22;10
2801009;3119;;SE;28;Campo do Brito;29;10
2801108;3121;;SE;28;Canhoba;23;01
2801207;3123;;SE;28;Canindé de São Francisco;25;11
2801306;3125;;SE;28;Capela;28;08
2801405;3127;;SE;28;Carira;25;11
2801504;3129;;SE;28;Carmópolis;16;10
2801603;3131;;SE;28;Cedro de São João;04;10
2801702;3133;;SE;28;Cristinápolis;24;04
2801900;3137;;SE;28;Cumbe;25;11
2802007;3139;;SE;28;Divina Pastora;12;03
2802106;3141;;SE;28;Estância;04;05
2802205;3143;;SE;28;Feira Nova;18;10
2802304;3145;;SE;28;Frei Paulo;23;10
2802403;3149;;SE;28;Gararu;28;03
2802502;3147;;SE;28;General Maynard;21;11
2802601;3151;;SE;28;Gracho Cardoso;05;02
2802700;3153;;SE;28;Ilha das Flores;30;01
2802809;3155;;SE;28;Indiaroba;28;03
2802908;3157;;SE;28;Itabaiana;28;08
2803005;3159;;SE;28;Itabaianinha;19;10
2803104;3161;;SE;28;Itabi;25;11
2803203;3163;;SE;28;Itaporanga d'Ajuda;28;03
2803302;3165;;SE;28;Japaratuba;11;06
2803401;3167;;SE;28;Japoatã;06;02
2803500;3169;;SE;28;Lagarto;20;04
2803609;3171;;SE;28;Laranjeiras;07;08
2803708;3173;;SE;28;Macambira;23;11
2803807;3175;;SE;28;Malhada dos Bois;25;11
2803906;3177;;SE;28;Malhador;25;11
2804003;3179;;SE;28;Maruim;05;05
2804102;3181;;SE;28;Moita Bonita;12;03
2804201;3183;;SE;28;Monte Alegre de Sergipe;25;11
2804300;3185;;SE;28;Muribeca;28;03
2804409;3187;;SE;28;Neópolis;18;10
2804458;3135;;SE;28;Nossa Senhora Aparecida;24;12
2804508;3189;;SE;28;Nossa Senhora da Glória;26;09
2804607;3191;;SE;28;Nossa Senhora das Dores;23;10
2804706;3193;;SE;28;Nossa Senhora de Lourdes;13;05
2804805;3195;;SE;28;Nossa Senhora do Socorro;07;07
2804904;3197;;SE;28;Pacatuba;07;10
2805000;3199;;SE;28;Pedra Mole;21;11
2805109;3201;;SE;28;Pedrinhas;25;11
2805208;3203;;SE;28;Pinhão;25;11
2805307;3205;;SE;28;Pirambu;26;11
2805406;3207;;SE;28;Poço Redondo;23;11
2805505;3209;;SE;28;Poço Verde;25;11
2805604;3211;;SE;28;Porto da Folha;19;02
2805703;3213;;SE;28;Propriá;07;02
2805802;3215;;SE;28;Riachão do Dantas;09;05
2805901;3217;;SE;28;Riachuelo;31;03
2806008;3219;;SE;28;Ribeirópolis;18;12
2806107;3221;;SE;28;Rosário do Catete;12;03
2806206;3223;;SE;28;Salgado;04;10
2806305;3225;;SE;28;Santa Luzia do Itanhy;16;02
